time,bottomLeft_pp,bottomRight_pp,topLeft_pp,topRight_pp
0.7,0.077735114264825,0.035952872180858,-0.029401611353408,-0.053703434724797
0.71,0.074513809981331,0.035180354387679,-0.032901648916209,-0.047274127960218
0.72,0.070398383979448,0.03491130659638,-0.036129212752995,-0.04201706573164
0.73,0.065467480965302,0.035088050333983,-0.039132807655419,-0.037837753844832
0.74,0.059819792793832,0.035640833190398,-0.041961385858541,-0.034611094619309
0.75,0.053552720010797,0.036501943558325,-0.044659148791344,-0.032211455443298
0.76,0.046754253953181,0.037610868871598,-0.0472640633717,-0.030524304875417
0.77,0.039500745150941,0.038915540771712,-0.049807925773187,-0.029449625140661
0.78,0.031857141870865,0.040372002833899,-0.052316977061291,-0.028901853220407
0.79,0.023878151635331,0.041943532558735,-0.054812650296736,-0.028808504688732
0.8,0.015609646732622,0.043599649760575,-0.057312289233528,-0.029108427629917
0.81,0.0073623803354763,0.044268896195891,-0.06100211364758,-0.029816952372644
0.82,-0.00085641270848417,0.043974138658282,-0.06584434151106,-0.030901507572764
0.83,-0.009070068095191,0.042786604165915,-0.071748814402876,-0.032347234592689
0.84,-0.017310874480346,0.040790681280285,-0.078612009816332,-0.034145950171177
0.85,-0.025610811616018,0.03806891687736,-0.086333579084693,-0.036291279582184
0.86,-0.033998060105938,0.034696392272616,-0.09482246680989,-0.038776720054354
0.87,-0.042496054208166,0.03073925543226,-0.10399842508759,-0.041595001264544
0.88,-0.05112357811373,0.026254981719099,-0.11379162143508,-0.044737980311105
0.89,-0.059895239397071,0.021293267597614,-0.12414155691474,-0.048196735924848
0.9,-0.068822037254138,0.015897079570053,-0.13499582367687,-0.051961722740038
0.91,-0.07539593041976,0.010282850659579,-0.14285919695238,-0.055376296732926
0.92,-0.079702446673683,0.0044967592619565,-0.14781346004102,-0.058433004929491
0.93,-0.081907453134513,-0.0014050359895208,-0.15007014449345,-0.061127318902144
0.94,-0.082196826025889,-0.0073670020700528,-0.14987674157917,-0.063456647216327
0.95,-0.080750809150306,-0.01333837348136,-0.14747647557979,-0.065419774808397
0.96,-0.077734381930881,-0.019274368056944,-0.14309287799782,-0.067016504331501
0.97,-0.073294764129238,-0.025136188898146,-0.13692543644011,-0.068247444514349
0.98,-0.067561935988628,-0.030890587740038,-0.12914993852877,-0.069113908443719
0.99,-0.060650290164935,-0.036509315062294,-0.11992060304404,-0.069617881549746
1,-0.052660574969234,-0.041968579558181,-0.10937270662606,-0.069762023417668
